,occ_code,occ_title,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
921,45-2011,Agricultural Inspectors,detailed,13240,1.4,22.1,45970.0,0.5,13.43,16.25,21.22,25.86,32.4,27930,33810,44140,53780,67400
922,45-2020,Animal Breeders,broad,2160,10.4,20.71,43080.0,2.7,12.12,13.91,17.82,25.27,32.3,25220,28930,37060,52550,67180
923,45-2021,Animal Breeders,detailed,2160,10.4,20.71,43080.0,2.7,12.12,13.91,17.82,25.27,32.3,25220,28930,37060,52550,67180
924,45-2040,"Graders and Sorters, Agricultural Products",broad,38210,3.8,12.74,26510.0,2.7,9.22,10.64,11.75,13.53,16.05,19190,22140,24430,28130,33390
925,45-2041,"Graders and Sorters, Agricultural Products",detailed,38210,3.8,12.74,26510.0,2.7,9.22,10.64,11.75,13.53,16.05,19190,22140,24430,28130,33390
926,45-2090,Miscellaneous Agricultural Workers,broad,357850,1.6,13.12,27290.0,0.5,10.38,10.93,11.83,14.29,18.15,21580,22730,24600,29730,37760
927,45-2091,Agricultural Equipment Operators,detailed,26060,4.2,15.68,32620.0,1.2,10.04,12.26,14.99,18.32,22.38,20890,25510,31190,38100,46550
928,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,287420,2.0,12.72,26450.0,0.6,10.53,10.92,11.69,13.56,16.92,21900,22720,24320,28210,35200
929,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,37780,2.7,13.87,28840.0,0.9,8.85,10.39,12.77,16.23,20.12,18410,21610,26560,33760,41840
930,45-2099,"Agricultural Workers, All Other",detailed,6600,8.6,16.51,34340.0,2.7,9.19,11.3,14.18,19.7,26.97,19110,23500,29480,40980,56090
931,45-4000,"Forest, Conservation, and Logging Workers",minor,44910,2.1,19.47,40500.0,0.9,10.96,14.23,18.64,23.48,28.93,22810,29600,38770,48840,60170
932,45-4010,Forest and Conservation Workers,broad,7510,5.5,15.06,31320.0,0.9,10.55,10.66,13.2,17.89,23.18,21940,22170,27460,37200,48220
933,45-4011,Forest and Conservation Workers,detailed,7510,5.5,15.06,31320.0,0.9,10.55,10.66,13.2,17.89,23.18,21940,22170,27460,37200,48220
934,45-4020,Logging Workers,broad,37400,2.3,20.36,42340.0,1.0,12.31,15.56,19.54,24.06,29.49,25600,32360,40650,50050,61350
935,45-4021,Fallers,detailed,4680,8.4,23.33,48520.0,3.2,13.02,16.73,21.19,28.18,37.74,27080,34800,44080,58610,78500
936,45-4022,Logging Equipment Operators,detailed,25730,2.9,20.12,41840.0,1.1,12.38,15.51,19.48,24.03,29,25750,32260,40510,49980,60320
937,45-4023,Log Graders and Scalers,detailed,3330,6.0,18.78,39060.0,1.4,11.83,14.31,18.38,22.56,25.59,24610,29760,38220,46930,53230
938,45-4029,"Logging Workers, All Other",detailed,3670,9.5,19.68,40940.0,3.1,11.61,15.69,19.11,23.52,28.17,24150,32640,39750,48920,58600
939,47-0000,Construction and Extraction Occupations,major,5962640,0.2,24.62,51220.0,0.2,13.16,16.55,22.12,30.17,40.3,27380,34420,46010,62760,83820
940,47-1000,Supervisors of Construction and Extraction Workers,minor,598210,0.5,33.91,70540.0,0.2,20.11,25.18,31.36,40.5,50.83,41820,52380,65230,84240,105720
941,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,598210,0.5,33.91,70540.0,0.2,20.11,25.18,31.36,40.5,50.83,41820,52380,65230,84240,105720
942,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,598210,0.5,33.91,70540.0,0.2,20.11,25.18,31.36,40.5,50.83,41820,52380,65230,84240,105720
943,47-2000,Construction Trades Workers,minor,4497490,0.3,23.97,49850.0,0.2,13.1,16.37,21.54,29.38,39.09,27240,34050,44810,61110,81320
944,47-2010,Boilermakers,broad,13870,4.9,30.41,63240.0,1.1,18.08,24.55,29.88,36.95,43.24,37610,51070,62150,76870,89940
945,47-2011,Boilermakers,detailed,13870,4.9,30.41,63240.0,1.1,18.08,24.55,29.88,36.95,43.24,37610,51070,62150,76870,89940
946,47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,76240,2.2,25.39,52810.0,0.9,14.44,18.28,23.78,30.19,39.23,30040,38030,49450,62790,81600
947,47-2021,Brickmasons and Blockmasons,detailed,63930,2.3,26.17,54430.0,1.0,15.1,19.09,24.49,30.84,40.52,31400,39710,50950,64140,84270
948,47-2022,Stonemasons,detailed,12310,7.6,21.33,44370.0,2.4,12.69,15.49,19.82,25.92,32.06,26400,32230,41220,53900,66690
949,47-2030,Carpenters,broad,718730,0.8,24.58,51120.0,0.4,13.87,17.22,22.4,29.58,39.78,28860,35820,46590,61530,82750
950,47-2031,Carpenters,detailed,718730,0.8,24.58,51120.0,0.4,13.87,17.22,22.4,29.58,39.78,28860,35820,46590,61530,82750
951,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,83740,2.3,21.79,45330.0,0.9,11.72,14.99,19.63,26.6,35.03,24380,31180,40830,55330,72860
952,47-2041,Carpet Installers,detailed,26100,4.6,21.42,44550.0,1.9,10.85,14.21,18.92,26.75,35.76,22560,29560,39340,55640,74390
953,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,14050,8.5,22.48,46760.0,2.2,12.36,15.41,20.56,27.79,36.05,25720,32060,42760,57800,74990
954,47-2043,Floor Sanders and Finishers,detailed,4460,9.8,19.18,39890.0,2.8,12.2,14.87,18.04,22.51,27.33,25380,30930,37510,46820,56850
955,47-2044,Tile and Marble Setters,detailed,39130,3.8,22.09,45950.0,1.3,11.98,15.35,20.12,26.66,34.85,24920,31930,41840,55450,72490
956,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,189130,1.6,22.76,47340.0,0.6,13.83,16.61,20.67,27.04,36.19,28760,34540,43000,56230,75270
957,47-2051,Cement Masons and Concrete Finishers,detailed,186400,1.6,22.76,47350.0,0.6,13.83,16.61,20.67,27.03,36.17,28780,34550,43000,56230,75220
958,47-2053,Terrazzo Workers and Finishers,detailed,2730,11.6,22.71,47230.0,4.1,13.18,16.47,20.43,27.08,37.35,27410,34260,42500,56330,77690
959,47-2060,Construction Laborers,broad,1001470,0.7,19.4,40350.0,0.3,11.28,13.71,17.21,23.03,31.53,23460,28520,35800,47910,65590
960,47-2061,Construction Laborers,detailed,1001470,0.7,19.4,40350.0,0.3,11.28,13.71,17.21,23.03,31.53,23460,28520,35800,47910,65590
961,47-2070,Construction Equipment Operators,broad,433690,0.8,25.09,52190.0,0.3,14.74,17.6,22.59,30.13,39.99,30660,36620,46990,62670,83190
962,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,46760,3.1,21.32,44360.0,1.1,13.11,15.66,19.13,24.67,33.99,27260,32570,39780,51320,70710
963,47-2072,Pile-Driver Operators,detailed,3450,8.0,30.94,64360.0,2.6,16.26,20.89,28.21,41.11,48.24,33810,43440,58680,85520,100350
964,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,383480,0.8,25.5,53030.0,0.3,15.06,17.9,22.98,30.55,40.46,31320,37230,47810,63540,84160
965,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,120220,2.2,24.24,50420.0,1.1,13.41,16.89,21.72,29.17,40.68,27880,35120,45180,60680,84610
966,47-2081,Drywall and Ceiling Tile Installers,detailed,101900,2.3,23.64,49170.0,1.2,13.22,16.62,21.03,28.05,39.91,27490,34580,43730,58350,83010
967,47-2082,Tapers,detailed,18320,5.1,27.57,57340.0,1.4,14.92,19.68,26.48,34.45,43.78,31020,40930,55080,71660,91070
968,47-2110,Electricians,broad,655840,0.8,28.46,59190.0,0.5,15.84,19.84,26.53,34.99,45.49,32940,41260,55190,72780,94620
969,47-2111,Electricians,detailed,655840,0.8,28.46,59190.0,0.5,15.84,19.84,26.53,34.99,45.49,32940,41260,55190,72780,94620
970,47-2120,Glaziers,broad,50940,3.6,23.38,48620.0,1.3,12.94,16.25,20.94,28.3,39.4,26910,33810,43550,58870,81950
971,47-2121,Glaziers,detailed,50940,3.6,23.38,48620.0,1.3,12.94,16.25,20.94,28.3,39.4,26910,33810,43550,58870,81950
972,47-2130,Insulation Workers,broad,56440,3.4,22.55,46910.0,1.2,12.9,15.97,20.15,26.77,37.13,26830,33220,41910,55690,77240
973,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,31840,4.6,20.23,42070.0,1.2,12.04,14.91,18.5,23.75,30.31,25050,31020,38480,49400,63050
974,47-2132,"Insulation Workers, Mechanical",detailed,24610,5.0,25.57,53180.0,1.7,14.61,17.72,22.95,30.8,42.68,30380,36860,47740,64070,88770
975,47-2140,Painters and Paperhangers,broad,231200,1.2,20.69,43030.0,0.7,12.49,15.28,18.72,24.74,31.11,25980,31780,38930,51450,64710
976,47-2141,"Painters, Construction and Maintenance",detailed,228420,1.2,20.7,43050.0,0.7,12.48,15.28,18.72,24.78,31.15,25970,31790,38940,51530,64790
977,47-2142,Paperhangers,detailed,2780,15.0,19.64,40840.0,4.4,12.84,15.06,18.31,22.68,28.16,26700,31330,38090,47170,58570
978,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,476140,1.1,27.39,56980.0,0.5,15.04,18.75,25.33,33.49,44.21,31290,38990,52690,69650,91960
979,47-2151,Pipelayers,detailed,38070,3.0,20.91,43500.0,1.0,12.92,15.2,18.54,25.28,33.14,26870,31610,38560,52590,68930
980,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,438070,1.2,27.96,58150.0,0.6,15.43,19.35,25.92,34.2,45.05,32100,40250,53910,71140,93700
981,47-2160,Plasterers and Stucco Masons,broad,24870,5.1,22.89,47610.0,1.5,13.63,16.69,20.93,27.51,36.34,28360,34720,43540,57210,75590
982,47-2161,Plasterers and Stucco Masons,detailed,24870,5.1,22.89,47610.0,1.5,13.63,16.69,20.93,27.51,36.34,28360,34720,43540,57210,75590
983,47-2170,Reinforcing Iron and Rebar Workers,broad,18360,5.2,26.28,54670.0,2.3,15.67,18.08,23.23,32.58,43.94,32590,37600,48320,67760,91400
984,47-2171,Reinforcing Iron and Rebar Workers,detailed,18360,5.2,26.28,54670.0,2.3,15.67,18.08,23.23,32.58,43.94,32590,37600,48320,67760,91400
985,47-2180,Roofers,broad,128680,1.7,21.09,43870.0,0.9,12.28,15.34,19.22,25.07,31.97,25540,31910,39970,52140,66510
986,47-2181,Roofers,detailed,128680,1.7,21.09,43870.0,0.9,12.28,15.34,19.22,25.07,31.97,25540,31910,39970,52140,66510
987,47-2210,Sheet Metal Workers,broad,131570,2.1,25.34,52710.0,1.0,13.36,17.02,23.3,31.23,41.49,27780,35390,48460,64970,86290
988,47-2211,Sheet Metal Workers,detailed,131570,2.1,25.34,52710.0,1.0,13.36,17.02,23.3,31.23,41.49,27780,35390,48460,64970,86290
989,47-2220,Structural Iron and Steel Workers,broad,77410,2.8,27.97,58170.0,1.0,15.5,18.94,25.95,35.63,45.08,32240,39390,53970,74120,93760
990,47-2221,Structural Iron and Steel Workers,detailed,77410,2.8,27.97,58170.0,1.0,15.5,18.94,25.95,35.63,45.08,32240,39390,53970,74120,93760
991,47-2230,Solar Photovoltaic Installers,broad,8950,9.6,22.12,46010.0,2.1,14.51,16.97,20.52,25.2,30.57,30180,35310,42680,52410,63580
992,47-2231,Solar Photovoltaic Installers,detailed,8950,9.6,22.12,46010.0,2.1,14.51,16.97,20.52,25.2,30.57,30180,35310,42680,52410,63580
993,47-3000,"Helpers, Construction Trades",minor,233580,1.4,15.82,32900.0,0.4,10.46,12.53,15,18.24,22.61,21750,26060,31200,37930,47030
994,47-3010,"Helpers, Construction Trades",broad,233580,1.4,15.82,32900.0,0.4,10.46,12.53,15,18.24,22.61,21750,26060,31200,37930,47030
995,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,24340,3.6,17.5,36390.0,1.3,11.25,13.32,16.05,19.27,26.69,23400,27700,33380,40070,55520
996,47-3012,Helpers--Carpenters,detailed,33020,3.0,15.32,31850.0,0.8,10.1,12.11,14.85,17.87,21.28,21010,25180,30880,37160,44260
997,47-3013,Helpers--Electricians,detailed,75970,2.6,15.84,32960.0,0.7,10.58,12.56,15.1,18.36,22.63,22010,26120,31410,38200,47080
998,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,10600,7.0,15.25,31720.0,1.4,10.17,12.02,14.4,17.86,22.14,21140,25010,29960,37160,46060
999,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,54710,3.3,15.66,32570.0,0.8,10.51,12.69,14.89,18.09,22.21,21860,26390,30980,37620,46200
1000,47-3016,Helpers--Roofers,detailed,8630,7.4,15.26,31740.0,1.6,10.44,12.42,14.61,17.57,20.82,21720,25830,30390,36550,43310
1001,47-3019,"Helpers, Construction Trades, All Other",detailed,26320,3.6,15.56,32370.0,1.1,9.93,12.08,14.67,18.05,22.49,20650,25120,30510,37550,46780
1002,47-4000,Other Construction and Related Workers,minor,422540,0.8,24.15,50240.0,0.4,13.26,16.62,21.72,29.24,39.12,27580,34570,45180,60820,81370
1003,47-4010,Construction and Building Inspectors,broad,104090,1.3,30.36,63150.0,0.6,17.04,22.08,28.7,37.21,46.79,35440,45920,59700,77400,97310
1004,47-4011,Construction and Building Inspectors,detailed,104090,1.3,30.36,63150.0,0.6,17.04,22.08,28.7,37.21,46.79,35440,45920,59700,77400,97310
1005,47-4020,Elevator Installers and Repairers,broad,26830,4.7,38.16,79370.0,1.3,19.64,27.54,38.36,48.4,58.27,40850,57290,79780,100680,121200
1006,47-4021,Elevator Installers and Repairers,detailed,26830,4.7,38.16,79370.0,1.3,19.64,27.54,38.36,48.4,58.27,40850,57290,79780,100680,121200
1007,47-4030,Fence Erectors,broad,23530,5.1,18.1,37650.0,1.5,11.41,13.62,16.73,20.61,27.14,23740,28330,34800,42870,56450
1008,47-4031,Fence Erectors,detailed,23530,5.1,18.1,37650.0,1.5,11.41,13.62,16.73,20.61,27.14,23740,28330,34800,42870,56450
1009,47-4040,Hazardous Materials Removal Workers,broad,44000,3.0,22.62,47050.0,1.1,13.42,16.29,20.21,27.51,36.46,27910,33880,42030,57230,75840
1010,47-4041,Hazardous Materials Removal Workers,detailed,44000,3.0,22.62,47050.0,1.1,13.42,16.29,20.21,27.51,36.46,27910,33880,42030,57230,75840
1011,47-4050,Highway Maintenance Workers,broad,149260,0.8,19.92,41440.0,0.3,12.52,15.51,19.08,23.71,28.57,26030,32250,39690,49330,59420
1012,47-4051,Highway Maintenance Workers,detailed,149260,0.8,19.92,41440.0,0.3,12.52,15.51,19.08,23.71,28.57,26030,32250,39690,49330,59420
1013,47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,14410,4.9,27.46,57120.0,3.7,16.33,21.26,27.37,33.39,38.41,33970,44210,56930,69460,79900
1014,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,14410,4.9,27.46,57120.0,3.7,16.33,21.26,27.37,33.39,38.41,33970,44210,56930,69460,79900
1015,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,27090,3.2,19.97,41530.0,0.9,12.45,15.1,18.74,24.06,29.48,25900,31410,38970,50050,61320
1016,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,27090,3.2,19.97,41530.0,0.9,12.45,15.1,18.74,24.06,29.48,25900,31410,38970,50050,61320
1017,47-4090,Miscellaneous Construction and Related Workers,detailed,33340,3.6,20.68,43000.0,1.6,12.71,15.31,18.68,24.28,31.42,26440,31850,38860,50500,65350
1018,47-4090,Miscellaneous Construction and Related Workers,broad,33340,3.6,20.68,43000.0,1.6,12.71,15.31,18.68,24.28,31.42,26440,31850,38860,50500,65350
1019,47-5000,Extraction Workers,minor,210820,1.8,22.96,47760.0,0.6,13.97,16.87,21.34,27.65,34.44,29050,35090,44380,57520,71630
1020,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad,79030,2.8,25.46,52950.0,1.0,15.63,18.55,23.36,29.87,38.09,32520,38580,48580,62130,79220
1021,47-5011,"Derrick Operators, Oil and Gas",detailed,11310,7.1,22.9,47630.0,1.4,16.01,18.55,22.17,26.64,31.23,33290,38580,46120,55420,64960
1022,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,18010,5.8,27.28,56740.0,1.7,15.44,19.75,25.86,32.82,42.21,32110,41090,53800,68250,87790
1023,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,49710,3.6,25.38,52780.0,1.4,15.59,18.27,23.01,29.63,37.9,32430,37990,47860,61630,78840
1024,47-5020,"Earth Drillers, Except Oil and Gas",broad,18270,4.2,22.87,47570.0,1.1,14.81,17.29,21.36,27.03,33.62,30810,35960,44430,56230,69940
1025,47-5021,"Earth Drillers, Except Oil and Gas",detailed,18270,4.2,22.87,47570.0,1.1,14.81,17.29,21.36,27.03,33.62,30810,35960,44430,56230,69940
1026,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad,5640,7.5,25.38,52780.0,1.9,16.58,19.8,23.97,29.83,36.57,34500,41190,49860,62050,76070
1027,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,5640,7.5,25.38,52780.0,1.9,16.58,19.8,23.97,29.83,36.57,34500,41190,49860,62050,76070
1028,47-5040,Mining Machine Operators,broad,22910,5.2,25.53,53090.0,1.3,16.35,20.23,25.34,30.81,35.98,34020,42080,52700,64090,74840
1029,47-5041,Continuous Mining Machine Operators,detailed,14710,7.2,26.19,54470.0,1.4,17.46,21.2,26.21,31.11,35.96,36310,44090,54520,64710,74800
1030,47-5042,Mine Cutting and Channeling Machine Operators,detailed,4920,8.3,23.59,49080.0,3.2,13.79,17.28,22.68,29.72,35.7,28680,35940,47170,61830,74250
1031,47-5049,"Mining Machine Operators, All Other",detailed,3280,11.8,25.44,52920.0,2.7,16.93,19.81,24.76,30.3,36.49,35220,41210,51490,63020,75910
1032,47-5050,"Rock Splitters, Quarry",broad,4870,8.4,17.19,35760.0,1.7,12.08,13.96,16.71,19.63,23.92,25120,29040,34750,40830,49760
1033,47-5051,"Rock Splitters, Quarry",detailed,4870,8.4,17.19,35760.0,1.7,12.08,13.96,16.71,19.63,23.92,25120,29040,34750,40830,49760
1034,47-5060,"Roof Bolters, Mining",broad,3250,6.4,28.41,59090.0,1.8,20.83,24.22,28.2,32.49,37.35,43330,50370,58650,67580,77690
1035,47-5061,"Roof Bolters, Mining",detailed,3250,6.4,28.41,59090.0,1.8,20.83,24.22,28.2,32.49,37.35,43330,50370,58650,67580,77690
1036,47-5070,"Roustabouts, Oil and Gas",broad,54810,4.3,19.34,40220.0,0.9,13.03,15.15,18.07,22.69,28.31,27110,31500,37580,47200,58880
1037,47-5071,"Roustabouts, Oil and Gas",detailed,54810,4.3,19.34,40220.0,0.9,13.03,15.15,18.07,22.69,28.31,27110,31500,37580,47200,58880
1038,47-5080,Helpers--Extraction Workers,broad,15930,4.9,18.1,37660.0,1.1,12.02,14.35,17.48,21.5,25.48,24990,29850,36350,44720,52990
1039,47-5081,Helpers--Extraction Workers,detailed,15930,4.9,18.1,37660.0,1.1,12.02,14.35,17.48,21.5,25.48,24990,29850,36350,44720,52990
1040,47-5090,Miscellaneous Extraction Workers,broad,6110,13.1,26.1,54300.0,2.4,14.9,19.61,26.37,31.47,37.75,31000,40800,54840,65450,78520
1041,47-5099,"Extraction Workers, All Other",detailed,6110,13.1,26.1,54300.0,2.4,14.9,19.61,26.37,31.47,37.75,31000,40800,54840,65450,78520
1042,49-0000,"Installation, Maintenance, and Repair Occupations",major,5628880,0.3,23.54,48960.0,0.1,12.43,16.15,21.89,29.31,37.57,25860,33590,45540,60950,78140
1043,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,471820,0.5,33.33,69320.0,0.2,19.19,24.72,31.8,40.37,50.01,39910,51430,66140,83980,104020
1044,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,471820,0.5,33.33,69320.0,0.2,19.19,24.72,31.8,40.37,50.01,39910,51430,66140,83980,104020
1045,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,471820,0.5,33.33,69320.0,0.2,19.19,24.72,31.8,40.37,50.01,39910,51430,66140,83980,104020
1046,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,583310,1.0,25.57,53190.0,0.4,13.95,18.07,24.53,32,38.91,29020,37580,51030,66570,80930
1047,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,102810,2.1,19.65,40880.0,0.6,11.92,14.52,18.5,23.74,29.58,24800,30200,38480,49380,61520
1048,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,102810,2.1,19.65,40880.0,0.6,11.92,14.52,18.5,23.74,29.58,24800,30200,38480,49380,61520
1049,49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,243820,1.9,27.42,57030.0,0.6,15.57,20.34,26.93,34.49,39.91,32390,42300,56020,71730,83020
1050,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,13930,6.4,27.09,56340.0,2.0,15.15,19.52,26.39,33.94,41.52,31520,40600,54890,70590,86350
1051,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,229890,2.0,27.44,57080.0,0.6,15.59,20.38,26.97,34.51,39.84,32440,42400,56100,71780,82860
1052,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,236690,1.3,26.23,54570.0,0.5,14.45,18.54,25.27,32.32,40.07,30050,38550,52560,67230,83340
1053,49-2091,Avionics Technicians,detailed,18860,3.3,31.41,65330.0,1.5,19.2,25.38,30.84,38.11,45.54,39940,52790,64140,79270,94710
1054,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,15800,4.9,22.0,45770.0,1.7,12.77,16.23,20.6,26.42,33.79,26560,33760,42840,54950,70280
1055,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,11680,5.5,29.55,61460.0,1.3,17.82,23.05,29.01,35.81,42.78,37070,47930,60340,74480,88980
1056,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,59520,2.1,28.47,59210.0,0.5,17.22,22.21,27.94,33.63,39.86,35820,46190,58110,69950,82900
1057,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,22980,2.7,38.48,80040.0,0.7,26.14,32.44,38.56,45.56,50.51,54360,67480,80200,94770,105060
1058,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,10880,8.3,17.67,36750.0,2.1,10.69,13.65,17.11,21.15,25.06,22230,28390,35590,43980,52120
1059,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,26070,5.1,19.13,39800.0,1.5,11,14.31,18.35,23.62,28.62,22870,29760,38160,49120,59530
1060,49-2098,Security and Fire Alarm Systems Installers,detailed,70900,2.6,23.34,48540.0,0.7,14.21,17.52,22.69,28.54,34.28,29560,36450,47190,59370,71310
1061,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,1614070,0.4,22.21,46200.0,0.3,11.87,15.46,20.83,27.73,34.89,24690,32160,43320,57670,72560
